CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8101","SOCL 304","1","Socialization","3","","Lec","MW","1600-1715","LUTR 167","Baird, Andrew","18","Open",
"8102","SOCL 304","2","Socialization","3","","Lec","MW","1800-1915","LUTR 137","Baird, Andrew","19","Open",
"8104","SOCL 306","2","Social Psychology","3","","Lec","MWF","1400-1450","LUTR 269","Hart, Jason","19","Open",
"8105","SOCL 314","1","Education, Culture and Society","3","","Lec","TR","1330-1445","TFAC 204","Rochmes, Jane","19","Open",
"8152","SOCL 314L","1","Educ, Culture and Society Lab","1","","Lab","","","ARR ","Traner, Susan","12","Open",
"8153","SOCL 314L","2","Educ, Culture and Society Lab","1","","Lab","M","1100-1215","MCM 300B","Powell, Linda","12","Open",
"8154","SOCL 314L","3","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","MCM 200C","Powell, Linda","12","Open",
"8108","SOCL 316","1","Race, Ethnicity &amp; Racism","3","","Lec","TR","1630-1745","TRIB 1210","Reddy, Shilpa","19","Open",
"8109","SOCL 316","2","Race, Ethnicity &amp; Racism","3","","Lec","TR","1500-1615","TRIB 1210","Reddy, Shilpa","19","Open",
"8110","SOCL 319","1","Deviant Behavior","3","","Lec","TR","1330-1445","LUTR 131","Harris, Jaime","9","Open",
"8111","SOCL 319","2","Deviant Behavior","3","","Lec","TR","1500-1615","LUTR 137","Harris, Jaime","9","Open",
"9226","SOCL 335","1","Crime and Inequality","3","","Lec","W","1800-2045","LUTR 376","Staff, CNU","9","Open",
"8112","SOCL 340","1","Statistics for Social Research","3","","Lec","MWF","1300-1350","LUTR 157","Harris, Jaime","17","Open",
"8113","SOCL 340","2","Statistics for Social Research","3","","Lec","MWF","1400-1450","LUTR 157","Harris, Jaime","17","Open",
"8114","SOCL 377","1","Gender and Power","3","  AIGM","Lec","TR","1330-1445","LUTR 167","Palmer, Seth","10","Open",
"8115","SOCL 377","2","Gender and Power","3","  AIGM","Lec","TR","1500-1615","LUTR 167","Palmer, Seth","10","Open",
"8155","SOCL 390","1","WI: Sociological Theory","3","  WI","Lec","MWF","1100-1150","LUTR 167","Lewis, Michael","17","Open",
"9211","SOCL 395","1","SPC TP: Women and Crime","3","","Lec","M","1800-2045","LUTR 376","Snell, Julie","9","Open",
"9213","SOCL 395","2","SPC TP:Mntl Hlth/Crimnl Justic","3","","Lec","TR","1500-1615","FERG 201","Keener, Steven","16","Open",
"8156","SOCL 470","1","WI: Methods of Inquiry","3","  WI","Lec","TR","1100-1215","TRIB 1210","Rochmes, Jane","10","Open",
"8157","SOCL 470","2","WI: Methods of Inquiry","3","  WI","Lec","TR","0930-1045","FORBES 2012","Waldron, Linda","10","Open",
"8158","SOCL 490","1","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","LUTR 157","Baird, Andrew","10","Open",
"8159","SOCL 490","2","WI:Senior Seminar","3","  WI","Lec","TR","1100-1215","LUTR 157","Baird, Andrew","10","Open",
"8160","SOCL 490","3","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","LUTR 167","Timmer, Andria","15","Open",
"9220","SOCL 491","1","Internship in Sociology","3","","Int","","","ARR ","Briddell, Laine","0","Closed",
"8161","SOWK 201","1","Intro to Soc Work &amp; Soc Welf","3","","Lec","TR","1100-1215","FORBES 2070C","Valutis, Stephanie","34","Open",
"8162","SOWK 211","1","Human Behavior II","3","","Lec","TR","1330-1445","FORBES 2070A","Valutis, Stephanie","34","Open",
"8163","SOWK 302","1","Social Work Practice II","3","","Lec","TR","0930-1045","FORBES 2014","Russett, Jill","29","Open",
"8164","SOWK 366","1","Social Policy Analysis","3","","Lec","TR","0800-0915","LUTR 347","Griffiths, Diane","29","Open",
"8166","SOWK 402","1","WI: Field Instruction II","6","  WI","Fie","M","1200-1350","LUTR 167","Griffiths, Diane","8","Open",
"8167","SOWK 402","2","WI: Field Instruction II","6","  WI","Fie","W","1200-1350","LUTR 167","Griffiths, Diane","8","Open",
"8165","SOWK 402","3","WI: Field Instruction II","6","  WI","Fie","W","1200-1350","FORBES 2088","Russett, Jill","8","Open",
"8168","SOWK 498","1","Senior Seminar in Social Work","3","","Lec","W","1800-2045","LUTR 167","Valutis, Stephanie","19","Open",
"8705","SPAN 101","1","Beginning Spanish I","3","","Lec","MWF","0900-0950","MCM 360","Deller, Camelia","19","Open",
"8706","SPAN 101","2","Beginning Spanish I","3","","Lec","MWF","1100-1150","MCM 216","Deller, Camelia","19","Open",
"8707","SPAN 101","3","Beginning Spanish I","3","","Lec","TR","1330-1445","MCM 310","Grau, Michelle","19","Open",
"8708","SPAN 102","1","Beginning Spanish II","3","","Lec","MWF","0800-0850","MCM 366","Valdez, Elena","19","Open",
"8709","SPAN 102","2","Beginning Spanish II","3","","Lec","MWF","0900-0950","MCM 366","Valdez, Elena","19","Open",
"8710","SPAN 102","3","Beginning Spanish II","3","","Lec","MWF","1100-1150","MCM 112","Valdez, Elena","19","Open",
"8711","SPAN 102","4","Beginning Spanish II","3","","Lec","MWF","0800-0850","MCM 207","Shaw, Stephen","19","Open",
"8712","SPAN 102","5","Beginning Spanish II","3","","Lec","MWF","1000-1050","MCM 362","Shaw, Stephen","19","Open",
"8713","SPAN 200","1","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1200-1250","MCM 216","Deller, Camelia","19","Open",
"8722","SPAN 200","10","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 207","Jelambi, Graciela","19","Open",
"8723","SPAN 200","11","Eff Comm in Spanish","3","  LLFL","Lec","MW","1800-1915","MCM 314","Caballero, Sandra","19","Open",
"8724","SPAN 200","12","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 316","Mock, Kathia","19","Open",
"8725","SPAN 200","13","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1100-1150","MCM 360","Freeman, Donna","19","Open",
"8726","SPAN 200","14","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1300-1350","MCM 357","Freeman, Donna","19","Open",
"8727","SPAN 200","15","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1400-1450","MCM 357","Freeman, Donna","19","Open",
"8728","SPAN 200","16","Eff Comm in Spanish","3","  LLFL","Lec","TR","1800-1915","MCM 316","Mock, Kathia","19","Open",
"8729","SPAN 200","17","Eff Comm in Spanish","3","  LLFL","Lec","TR","0930-1045","MCM 312","Poosson, Sylvain","19","Open",
"8714","SPAN 200","2","Eff Comm in Spanish","3","  LLFL","Lec","TR","1100-1215","MCM 114","Gordon, Rocio","19","Open",
"8715","SPAN 200","3","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 357","Finley, Sarah","19","Open",
"8716","SPAN 200","4","Eff Comm in Spanish","3","  LLFL","Lec","TR","1100-1215","MCM 357","Finley, Sarah","19","Open",
"8717","SPAN 200","5","Eff Comm in Spanish","3","  LLFL","Lec","TR","1100-1215","MCM 216","Varo Varo, Alonso","19","Open",
"8718","SPAN 200","6","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0800-0850","MCM 364","Anzzolin, Kevin","19","Open",
"8719","SPAN 200","7","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1200-1250","MCM 314","Anzzolin, Kevin","19","Open",
"8720","SPAN 200","8","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1300-1350","MCM 314","Anzzolin, Kevin","19","Open",
"8721","SPAN 200","9","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","MCM 207","Jelambi, Graciela","19","Open",
"8730","SPAN 201","1","Intermediate Spanish I","3","  LLFL","Lec","TR","0930-1045","MCM 364","Miller, Elaine","19","Open",
"8731","SPAN 202","1","Intermediate Spanish II","3","  LLFL","Lec","TR","1100-1215","MCM 364","Miller, Elaine","19","Open",
"8732","SPAN 202","2","Intermediate Spanish II","3","  LLFL","Lec","TR","1330-1445","MCM 366","Pauw, Andrea","19","Open",
"8733","SPAN 202","3","Intermediate Spanish II","3","  LLFL","Lec","TR","1500-1615","MCM 366","Pauw, Andrea","19","Open",
"8734","SPAN 301","1","Grammar and Composition","3","  LLFL","Lec","TR","1330-1445","MCM 314","Gordon, Rocio","19","Open",
"8735","SPAN 302","1","Adv Spanish Conversation","3","  LLFL","Lec","TR","1100-1215","MCM 360","Pauw, Andrea","19","Open",
"8736","SPAN 303","1","Spanish in the Digital Age","3","  LLFL","Lec","MWF","1000-1050","TRIB 1213","Anzzolin, Kevin","19","Open",
"8737","SPAN 321","1","Techniques of Translation","3","  LLFL","Lec","TR","0930-1045","MCM 357","Finley, Sarah","19","Open",
"8738","SPAN 340","1","Cultural Journeys: Intro Hisp","3","  LLFL","Lec","TR","1500-1615","MCM 314","Gordon, Rocio","19","Open",
"8739","SPAN 354","1","Introductn-Spanish Literature","3","  AIWT  LLFL","Lec","TR","1330-1445","MCM 216","Varo Varo, Alonso","19","Open",
"8740","SPAN 473","1","Hispanic Lit and Social Issues","3","  LLFL","Lec","MWF","1200-1250","MCM 112","Valdez, Elena","19","Open",
"8670","TCHG 510","1","Internship","8","","Int","MTWRF","0800-1550","ARR ","Wood, Elizabeth","16","Open",
"9172","TCHG 510","10","Internship","8","","Int","MTWRF","0800-1550","ARR ","Staff, CNU","16","Open",
"9173","TCHG 510","11","Internship","8","","Int","MTWRF","0800-1550","ARR ","Schaeffer, Karen","16","Open",
"9174","TCHG 510","12","Internship","8","","Int","MTWRF","0800-1550","ARR ","Staff, CNU","16","Open",
"9175","TCHG 510","13","Internship","8","","Int","MTWRF","0800-1550","ARR ","Johnson, Mark","16","Open",
"9176","TCHG 510","14","Internship","8","","Int","MTWRF","0800-1550","ARR ","Irving, John","16","Open",
"9177","TCHG 510","15","Internship","8","","Int","MTWRF","0800-1550","ARR ","Staff, CNU","16","Open",
"9164","TCHG 510","2","Internship","8","","Int","MTWRF","0800-1550","ARR ","Kuster, George","16","Open",
"9165","TCHG 510","3","Internship","8","","Int","MTWRF","0800-1550","ARR ","Barnwell, Levia","16","Open",
"9166","TCHG 510","4","Internship","8","","Int","MTWRF","0800-1550","ARR ","Powell, Linda","16","Open",
"9167","TCHG 510","5","Internship","8","","Int","MTWRF","0800-1550","ARR ","Ankney, Kimberly","16","Open",
"9168","TCHG 510","6","Internship","8","","Int","MTWRF","0800-1550","ARR ","VanDervort, Dorothy","16","Open",
"9169","TCHG 510","7","Internship","8","","Int","MTWRF","0800-1550","ARR ","Johnson, Susan","16","Open",
"9170","TCHG 510","8","Internship","8","","Int","MTWRF","0800-1550","ARR ","Grau, Michelle","16","Open",
"9171","TCHG 510","9","Internship","8","","Int","MTWRF","0800-1550","ARR ","Core Yatzeck, Jane","16","Open",
"9178","TCHG 511","1","Internship I","4","","Int","","","ARR ","Boone, Robin","16","Open",
"9179","TCHG 511","2","Internship I","4","","Int","","","ARR ","Johnson, Susan","16","Open",
"9180","TCHG 511","3","Internship I","4","","Int","","","ARR ","Wood, Elizabeth","16","Open",
"9183","TCHG 580","3","Technology for Teachers","1","","Lec","MW","1600-1900","MCM 300D","Elgert, Elizabeth","15","Open",
"9184","TCHG 580","4","Technology for Teachers","1","","Lec","W","1600-1900","MCM 300B","Elgert, Elizabeth","16","Open",
"9181","TCHG 580","ON1","Technology for Teachers","1","","Lec","MW","1600-1900","SYN ","Johnson, Pamela","13","Open",
"9182","TCHG 580","ON2","Technology for Teachers","1","","Lec","T","1600-1900","SYN ","Johnson, Pamela","16","Open",
"8188","THEA 130","1","Private Voice","1 - 2","","Lec","","","ARR ","Ruffer, Colin","0","Closed",
"8189","THEA 130","2","Private Voice","1 - 2","","Lec","","","ARR ","Cullin, Amanda","0","Closed",
"8190","THEA 130","3","Private Voice","1 - 2","","Lec","","","ARR ","Woods, Jennifer","0","Closed",
"8192","THEA 210","1","The Dramatic Impulse","3","  AICE","Lec","TR","1330-1445","FERG 221","Bible, Ryan","26","Open",
"8193","THEA 210","1","The Dramatic Impulse","3","  AICE","Lec","TR","1100-1215","FERG 221","Bible, Ryan","26","Open",
"8195","THEA 210","3","The Dramatic Impulse","3","  AICE","Lec","MWF","1100-1150","FERG 221","Jones, Kenton","26","Open",
"8196","THEA 210","4","The Dramatic Impulse","3","  AICE","Lec","MWF","1500-1550","FERG 221","Godwin, Laura","26","Open",
"8197","THEA 232","1","Acting I","3","  AICE","Lec","MW","1430-1545","FERG T107","Lloyd, Gregg","18","Open",
"8239","THEA 232","2","Acting I","3","  AICE","Lec","MW","1600-1715","FERG T107","Insley, Amy","18","Open",
"8240","THEA 232","3","Acting I","3","  AICE","Lec","TR","1330-1445","FERG T107","Gillman, Denise","18","Open",
"8242","THEA 250","1","Scene Design and Technology","3","  AICE","Lec","TR","1100-1215","FERG 223","Sweet, Tanya","18","Open",
"8243","THEA 250L","1","Backstage Practicum","1","","Lab","","","ARR ","Sweet, Tanya","26","Open",
"8244","THEA 250L","2","Backstage Practicum","1","","Lab","","","ARR ","Sweet, Tanya","26","Open",
"8245","THEA 252","1","Costume Design and Technology","3","","Lec","MW","1100-1215","FERG 222","Jaremski, Kathleen","18","Open",
"8246","THEA 311","1","Theater History II","3","","Lec","MWF","1300-1350","FERG 221","Godwin, Laura","26","Open",
"8247","THEA 332","1","The Actor&#39;s Voice","3","","Lec","MW","1300-1415","FERG T107","Stetkevych, Julian","12","Open",
"8248","THEA 336","1","Fundamentals of Play Directing","3","","Lec","TR","1100-1215","FERG T107","Gillman, Denise","6","Open",
"9235","THEA 354","1","Scene Design","3","","Lec","TR","1500-1615","FERG 222","Jones, Kenton","19","Open",
"8250","THEA 365","1","WI: Playwriting","3","  AICE  WI","Lec","TR","0930-1045","FERG 223","Sweet, Tanya","16","Open",
"8251","THEA 380","1","Production","0 - 3","","Pra","MTWRF","1900-2300","FERG T177","Lloyd, Laura","0","Closed",
"8252","THEA 380","2","Production","0 - 3","","Pra","MTWRF","1900-2300","FERG T107","Stetkevych, Julian","0","Closed",
"8253","THEA 430","1","Acting III","3","","Lec","TR","1100-1215","FERG T107","Gillman, Denise","12","Open",
"8258","THEA 438","1","A Call to Arms","3","","Lec","MW","1100-1215","FERG T107","Lloyd, Gregg","12","Open",
"8254","THEA 452","1","Costume Design","3","","Lec","MW","0930-1045","FERG 222","Jaremski, Kathleen","16","Open",
"8255","THEA 491","1","Theater Practicum","1 - 3","","Pra","","","ARR ","Sweet, Tanya","0","Closed",
"8256","THEA 492","1","Arts Admin Internship","3","","Int","","","ARR ","Godwin, Laura","0","Closed",
"8257","THEA 498","1","Thesis Project","3","","Lec","","","ARR ","Lloyd, Gregg","18","Open",
